ticket_id,customer_id,match_id,ticket_type,purchase_date,quantity,unit_price,total_revenue,section,discount_code,sales_channel
T0022389,C002356,M019,Premium,2025-09-29,2,201.18,402.36,Fieldside,,Online
T0022390,C001957,M019,Single Match,2025-08-07,4,48.1,192.4,West Sideline,,Online
T0022391,C000768,M019,Single Match,2025-08-23,2,34.52,69.04,Supporters' End,,Mobile App
T0022392,C000369,M019,Season Ticket,2025-07-03,1,32.55,32.55,East Sideline,MEMBER,Online
T0022393,C001808,M019,Season Ticket,2025-07-02,2,23.13,46.26,Supporters' End,MEMBER,Mobile App
T0022394,C000015,M019,Season Ticket,2025-07-20,2,23.95,47.9,Supporters' End,MEMBER,Online
T0022395,C001563,M019,Season Ticket,2025-08-16,1,31.3,31.3,East Sideline,MEMBER,Box Office
T0022396,C002939,M019,Season Ticket,2025-05-11,1,30.49,30.49,East Sideline,MEMBER,Mobile App
T0022397,C002816,M019,Season Ticket,2025-07-16,1,23.21,23.21,Supporters' End,MEMBER,Online
T0022398,C000077,M019,Single Match,2025-10-02,3,34.61,103.83,Supporters' End,,Mobile App
T0022399,C000167,M019,Season Ticket,2025-04-08,2,31.16,62.32,East Sideline,MEMBER,Box Office
T0022400,C000998,M019,Single Match,2025-08-21,1,48.52,48.52,West Sideline,,Online
T0022401,C002917,M019,Single Match,2025-08-26,2,47.29,94.58,West Sideline,,Online
T0022402,C001003,M019,Season Ticket,2025-08-14,1,31.82,31.82,East Sideline,MEMBER,Mobile App
T0022403,C000708,M019,Group,2025-07-12,25,18.39,459.75,Family Zone,GROUP15,Online
T0022404,C002406,M019,Premium,2025-09-09,6,204.9,1229.4,Fieldside,,Online
T0022405,C002775,M019,Season Ticket,2025-05-26,2,34.77,69.54,West Sideline,MEMBER,Online
T0022406,C002155,M019,Season Ticket,2025-07-14,2,33.23,66.46,West Sideline,MEMBER,Online
T0022407,C002490,M019,Season Ticket,2025-06-05,2,32.08,64.16,East Sideline,MEMBER,Online
T0022408,C000645,M019,Group,2025-08-04,16,20.11,321.76,Family Zone,GROUP15,Box Office
T0022409,C000928,M019,Season Ticket,2025-06-06,2,30.27,60.54,East Sideline,MEMBER,Online
T0022410,C001809,M019,Season Ticket,2025-05-30,2,35.1,70.2,West Sideline,MEMBER,Online
T0022411,C000602,M019,Single Match,2025-09-06,2,44.63,89.26,East Sideline,,Box Office
T0022412,C000772,M019,Season Ticket,2025-04-25,1,31.17,31.17,East Sideline,MEMBER,Box Office
T0022413,C000944,M019,Premium,2025-09-30,2,190.27,380.54,Fieldside,,Online
T0022414,C001551,M019,Single Match,2025-10-04,2,42.75,85.5,East Sideline,,Mobile App
T0022415,C000451,M019,Single Match,2025-09-20,2,33.68,67.36,Supporters' End,,Mobile App
T0022416,C001327,M019,Season Ticket,2025-09-26,2,25.3,50.6,Supporters' End,MEMBER,Sales Representative
T0022417,C000150,M019,Season Ticket,2025-09-21,2,34.52,69.04,West Sideline,MEMBER,Mobile App
T0022418,C000896,M019,Season Ticket,2025-06-09,1,30.78,30.78,East Sideline,MEMBER,Online
T0022419,C000377,M019,Season Ticket,2025-05-18,1,32.69,32.69,West Sideline,MEMBER,Online
T0022420,C000122,M019,Premium,2025-09-09,2,192.39,384.78,Fieldside,,Online
T0022421,C000065,M019,Season Ticket,2025-04-04,2,32.23,64.46,East Sideline,MEMBER,Mobile App
T0022422,C003039,M019,Single Match,2025-08-30,2,47.05,94.1,West Sideline,,Box Office
T0022423,C001784,M019,Single Match,2025-09-27,3,41.79,125.37,East Sideline,,Box Office
T0022424,C001603,M019,Premium,2025-09-22,2,157.22,314.44,Club Level,WELCOME,Online
T0022425,C000557,M019,Season Ticket,2025-05-25,4,33.1,132.4,East Sideline,MEMBER,Online
T0022426,C000950,M019,Single Match,2025-08-08,2,46.45,92.9,East Sideline,,Box Office
T0022427,C002902,M019,Single Match,2025-09-21,2,36.85,73.7,Family Zone,,Sales Representative
T0022428,C000929,M019,Group,2025-09-08,20,24.02,480.4,East Sideline,GROUP15,Online
T0022429,C000310,M019,Single Match,2025-09-25,1,31.85,31.85,Supporters' End,,Mobile App
T0022430,C000108,M019,Premium,2025-08-21,4,181.56,726.24,Club Level,,Online
T0022431,C000468,M019,Single Match,2025-09-17,2,37.91,75.82,Family Zone,,Box Office
T0022432,C003190,M019,Season Ticket,2025-05-01,3,29.72,89.16,East Sideline,MEMBER,Mobile App
T0022433,C003075,M019,Season Ticket,2025-09-04,2,33.46,66.92,West Sideline,MEMBER,Mobile App
T0022434,C000565,M019,Premium,2025-09-07,2,183.62,367.24,Club Level,,Online
T0022435,C001269,M019,Season Ticket,2025-06-03,1,31.17,31.17,East Sideline,MEMBER,Online
T0022436,C002360,M019,Season Ticket,2025-03-23,1,32.99,32.99,West Sideline,MEMBER,Online
T0022437,C001649,M019,Single Match,2025-10-04,3,51.29,153.87,West Sideline,,Mobile App
T0022438,C001843,M019,Premium,2025-09-17,1,203.11,203.11,Fieldside,,Sales Representative
T0022439,C001674,M019,Season Ticket,2025-04-28,1,30.57,30.57,East Sideline,MEMBER,Mobile App
T0022440,C001545,M019,Season Ticket,2025-10-17,1,30.51,30.51,East Sideline,MEMBER,Mobile App
T0022441,C002218,M019,Season Ticket,2025-06-05,2,34.42,68.84,East Sideline,MEMBER,Online
T0022442,C001895,M019,Season Ticket,2025-09-27,2,42.07,84.14,Club Level,MEMBER,Online
T0022443,C000145,M019,Season Ticket,2025-09-10,3,33.13,99.39,East Sideline,MEMBER,Online
T0022444,C001617,M019,Single Match,2025-08-30,1,45.76,45.76,West Sideline,,Mobile App
T0022445,C000059,M019,Single Match,2025-09-06,2,43.41,86.82,East Sideline,,Mobile App
T0022446,C002001,M019,Season Ticket,2025-09-17,1,31.38,31.38,East Sideline,MEMBER,Mobile App
T0022447,C002647,M019,Season Ticket,2025-04-26,1,34.68,34.68,West Sideline,MEMBER,Mobile App
T0022448,C002310,M019,Premium,2025-08-29,3,168.44,505.32,Club Level,,Box Office
T0022449,C000381,M019,Season Ticket,2025-04-26,1,34.08,34.08,East Sideline,MEMBER,Online
T0022450,C001826,M019,Season Ticket,2025-07-19,2,32.59,65.18,East Sideline,MEMBER,Box Office
T0022451,C001197,M019,Group,2025-08-16,16,25.11,401.76,East Sideline,GROUP15,Online
T0022452,C001761,M019,Season Ticket,2025-07-24,2,31.51,63.02,East Sideline,MEMBER,Online
T0022453,C000695,M019,Single Match,2025-09-03,2,33.89,67.78,Family Zone,,Mobile App
T0022454,C001625,M019,Single Match,2025-09-06,2,44.27,88.54,West Sideline,,Mobile App
T0022455,C001851,M019,Single Match,2025-09-17,1,42.64,42.64,East Sideline,,Mobile App
T0022456,C001362,M019,Single Match,2025-09-13,4,33.79,135.16,Supporters' End,,Mobile App
T0022457,C001733,M019,Single Match,2025-08-30,3,27.78,83.34,Supporters' End,WELCOME,Box Office
T0022458,C003020,M019,Single Match,2025-10-13,4,46.9,187.6,West Sideline,,Online
T0022459,C000776,M019,Season Ticket,2025-04-22,2,32.48,64.96,East Sideline,MEMBER,Online
T0022460,C001527,M019,Single Match,2025-08-09,2,33.42,66.84,Supporters' End,,Online
T0022461,C002462,M019,Single Match,2025-08-10,2,31.55,63.1,Supporters' End,,Mobile App
T0022462,C002619,M019,Group,2025-09-17,8,19.62,156.96,North End,GROUP15,Online
T0022463,C002748,M019,Season Ticket,2025-05-29,1,35.92,35.92,West Sideline,MEMBER,Mobile App
T0022464,C001279,M019,Season Ticket,2025-03-25,1,23.12,23.12,Supporters' End,MEMBER,Online
T0022465,C002924,M019,Premium,2025-08-09,2,172.53,345.06,Club Level,,Online
T0022466,C002621,M019,Single Match,2025-10-06,2,45.46,90.92,East Sideline,,Mobile App
T0022467,C002922,M019,Season Ticket,2025-09-09,1,29.11,29.11,East Sideline,MEMBER,Online
T0022468,C001451,M019,Single Match,2025-09-25,1,35.73,35.73,Family Zone,,Mobile App
T0022469,C001068,M019,Season Ticket,2025-04-01,1,35.69,35.69,West Sideline,MEMBER,Box Office
T0022470,C002918,M019,Single Match,2025-09-02,3,46.99,140.97,East Sideline,,Mobile App
T0022471,C002413,M019,Group,2025-08-09,25,18.48,462.0,North End,GROUP15,Online
T0022472,C001366,M019,Single Match,2025-08-07,4,44.74,178.96,West Sideline,,Mobile App
T0022473,C002683,M019,Season Ticket,2025-03-28,1,24.68,24.68,Supporters' End,MEMBER,Online
T0022474,C002176,M019,Single Match,2025-09-23,2,48.78,97.56,West Sideline,,Sales Representative
T0022475,C002351,M019,Season Ticket,2025-05-31,2,32.23,64.46,West Sideline,MEMBER,Online
T0022476,C002024,M019,Single Match,2025-09-26,2,45.14,90.28,West Sideline,,Sales Representative
T0022477,C002615,M019,Single Match,2025-09-22,2,45.84,91.68,West Sideline,,Online
T0022478,C001150,M019,Single Match,2025-10-10,1,38.52,38.52,East Sideline,SUMMIT10,Online
T0022479,C001335,M019,Premium,2025-10-09,3,155.66,466.98,Club Level,SUMMIT10,Sales Representative
T0022480,C000878,M019,Season Ticket,2025-05-01,2,22.07,44.14,Supporters' End,MEMBER,Online
T0022481,C001605,M019,Season Ticket,2025-08-28,2,35.59,71.18,West Sideline,MEMBER,Online
T0022482,C001992,M019,Season Ticket,2025-04-01,2,31.78,63.56,East Sideline,MEMBER,Mobile App
T0022483,C001537,M019,Single Match,2025-09-08,2,46.34,92.68,East Sideline,,Online
T0022484,C001995,M019,Premium,2025-09-27,2,199.06,398.12,Fieldside,,Mobile App
T0022485,C000047,M019,Single Match,2025-10-04,2,48.16,96.32,West Sideline,,Online
T0022486,C002074,M019,Premium,2025-09-14,1,183.27,183.27,Fieldside,SUMMIT10,Online
T0022487,C002180,M019,Premium,2025-08-28,2,208.9,417.8,Fieldside,,Box Office
T0022488,C001947,M019,Season Ticket,2025-05-01,1,31.7,31.7,East Sideline,MEMBER,Box Office
T0022489,C000628,M019,Season Ticket,2025-04-04,2,34.02,68.04,West Sideline,MEMBER,Online
T0022490,C000992,M019,Season Ticket,2025-09-11,2,30.45,60.9,East Sideline,MEMBER,Online
T0022491,C002117,M019,Season Ticket,2025-05-02,1,45.04,45.04,Club Level,MEMBER,Online
T0022492,C001246,M019,Season Ticket,2025-10-16,2,22.2,44.4,Supporters' End,MEMBER,Online
T0022493,C000581,M019,Season Ticket,2025-06-01,2,32.34,64.68,East Sideline,MEMBER,Online
T0022494,C000966,M019,Single Match,2025-08-17,1,47.96,47.96,East Sideline,,Mobile App
T0022495,C000669,M019,Season Ticket,2025-08-04,2,22.5,45.0,Supporters' End,MEMBER,Mobile App
T0022496,C001177,M019,Season Ticket,2025-04-04,1,21.45,21.45,Supporters' End,MEMBER,Mobile App
T0022497,C003077,M019,Single Match,2025-09-11,2,40.71,81.42,East Sideline,WELCOME,Online
T0022498,C003142,M019,Season Ticket,2025-09-16,2,33.11,66.22,West Sideline,MEMBER,Mobile App
T0022499,C000063,M019,Season Ticket,2025-07-14,2,33.31,66.62,West Sideline,MEMBER,Box Office
T0022500,C001340,M019,Season Ticket,2025-06-26,2,32.31,64.62,West Sideline,MEMBER,Online
T0022501,C000432,M019,Season Ticket,2025-09-06,1,34.45,34.45,West Sideline,MEMBER,Online
T0022502,C000736,M019,Season Ticket,2025-07-27,1,34.0,34.0,West Sideline,MEMBER,Sales Representative
T0022503,C000962,M019,Group,2025-08-27,10,19.11,191.1,Family Zone,GROUP15,Online
T0022504,C002941,M019,Season Ticket,2025-07-09,2,32.61,65.22,West Sideline,MEMBER,Mobile App
T0022505,C002249,M019,Single Match,2025-09-05,1,36.42,36.42,Family Zone,,Online
T0022506,C000900,M019,Season Ticket,2025-07-27,1,42.85,42.85,Club Level,MEMBER,Sales Representative
T0022507,C001580,M019,Single Match,2025-09-07,2,34.26,68.52,Family Zone,,Online
T0022508,C003154,M019,Season Ticket,2025-08-23,1,24.32,24.32,Supporters' End,MEMBER,Mobile App
T0022509,C000526,M019,Season Ticket,2025-06-25,1,32.06,32.06,East Sideline,MEMBER,Box Office
T0022510,C002002,M019,Single Match,2025-10-08,2,39.12,78.24,East Sideline,SUMMIT10,Mobile App
T0022511,C001540,M019,Season Ticket,2025-06-01,1,31.74,31.74,East Sideline,MEMBER,Online
T0022512,C000825,M019,Single Match,2025-10-12,1,29.82,29.82,Supporters' End,SUMMIT10,Online
T0022513,C001504,M019,Single Match,2025-09-21,3,31.7,95.1,Supporters' End,,Box Office
T0022514,C000366,M019,Season Ticket,2025-08-14,3,30.23,90.69,East Sideline,MEMBER,Box Office
T0022515,C001244,M019,Season Ticket,2025-04-29,2,33.0,66.0,East Sideline,MEMBER,Online
T0022516,C000705,M019,Group,2025-09-09,10,19.03,190.3,North End,GROUP15,Sales Representative
T0022517,C000692,M019,Single Match,2025-09-11,2,39.94,79.88,East Sideline,SUMMIT10,Mobile App
T0022518,C002624,M019,Single Match,2025-10-06,1,32.74,32.74,Supporters' End,,Box Office
T0022519,C001274,M019,Single Match,2025-08-11,2,41.83,83.66,East Sideline,FAMILY,Online
T0022520,C001839,M019,Season Ticket,2025-09-13,1,22.89,22.89,Supporters' End,MEMBER,Box Office
T0022521,C002450,M019,Single Match,2025-08-30,2,33.55,67.1,Family Zone,,Online
T0022522,C001835,M019,Single Match,2025-08-13,3,47.11,141.33,West Sideline,,Online
T0022523,C002876,M019,Single Match,2025-09-20,2,32.76,65.52,Family Zone,,Online
T0022524,C000290,M019,Season Ticket,2025-09-18,1,34.98,34.98,West Sideline,MEMBER,Mobile App
T0022525,C000044,M019,Single Match,2025-09-19,2,42.43,84.86,East Sideline,,Sales Representative
T0022526,C000214,M019,Single Match,2025-10-17,2,35.64,71.28,Family Zone,,Mobile App
T0022527,C001920,M019,Season Ticket,2025-09-20,2,34.53,69.06,West Sideline,MEMBER,Online
T0022528,C001513,M019,Single Match,2025-09-13,4,33.4,133.6,Supporters' End,,Mobile App
T0022529,C001496,M019,Season Ticket,2025-04-24,3,35.58,106.74,West Sideline,MEMBER,Mobile App
T0022530,C001315,M019,Season Ticket,2025-08-10,2,30.45,60.9,East Sideline,MEMBER,Online
T0022531,C001747,M019,Group,2025-10-14,10,19.72,197.2,Family Zone,GROUP15,Online
T0022532,C000940,M019,Group,2025-08-24,12,20.16,241.92,Family Zone,GROUP15,Sales Representative
T0022533,C001782,M019,Single Match,2025-09-25,2,48.08,96.16,East Sideline,,Mobile App
T0022534,C000074,M019,Premium,2025-09-16,2,178.65,357.3,Club Level,,Mobile App
T0022535,C001764,M019,Season Ticket,2025-09-10,1,24.64,24.64,Supporters' End,MEMBER,Online
T0022536,C001981,M019,Season Ticket,2025-09-06,4,33.14,132.56,West Sideline,MEMBER,Online
T0022537,C000677,M019,Season Ticket,2025-10-04,2,32.83,65.66,East Sideline,MEMBER,Online
T0022538,C002069,M019,Single Match,2025-09-30,3,45.22,135.66,East Sideline,,Sales Representative
T0022539,C000937,M019,Season Ticket,2025-05-04,2,35.08,70.16,West Sideline,MEMBER,Online
T0022540,C001905,M019,Single Match,2025-10-08,2,42.56,85.12,East Sideline,,Mobile App
T0022541,C000566,M019,Season Ticket,2025-05-24,1,31.81,31.81,East Sideline,MEMBER,Mobile App
T0022542,C000401,M019,Season Ticket,2025-06-08,2,31.98,63.96,East Sideline,MEMBER,Box Office
T0022543,C002535,M019,Single Match,2025-09-19,1,44.53,44.53,East Sideline,,Box Office
T0022544,C003118,M019,Single Match,2025-09-12,2,44.45,88.9,East Sideline,,Mobile App
T0022545,C001701,M019,Single Match,2025-09-30,1,45.3,45.3,East Sideline,,Mobile App
T0022546,C000717,M019,Premium,2025-08-11,6,181.8,1090.8,Club Level,,Sales Representative
T0022547,C001047,M019,Season Ticket,2025-09-02,4,33.1,132.4,West Sideline,MEMBER,Online
T0022548,C001353,M019,Single Match,2025-08-29,1,35.05,35.05,Family Zone,,Online
T0022549,C002589,M019,Group,2025-09-04,12,19.12,229.44,Family Zone,GROUP15,Online
T0022550,C001488,M019,Season Ticket,2025-07-01,2,31.38,62.76,West Sideline,MEMBER,Box Office
T0022551,C002336,M019,Single Match,2025-09-14,3,45.63,136.89,East Sideline,,Online
T0022552,C001750,M019,Season Ticket,2025-08-28,2,23.31,46.62,Supporters' End,MEMBER,Mobile App
T0022553,C000961,M019,Single Match,2025-09-21,4,35.5,142.0,Family Zone,,Mobile App
T0022554,C002038,M019,Premium,2025-09-17,2,153.43,306.86,Club Level,SUMMIT10,Sales Representative
T0022555,C000897,M019,Single Match,2025-09-28,2,44.4,88.8,West Sideline,,Mobile App
T0022556,C002849,M019,Group,2025-07-13,20,19.25,385.0,Family Zone,GROUP15,Box Office
T0022557,C002317,M019,Single Match,2025-08-25,2,32.33,64.66,Supporters' End,,Online
T0022558,C002653,M019,Season Ticket,2025-03-27,2,31.26,62.52,East Sideline,MEMBER,Online
T0022559,C001697,M019,Premium,2025-08-17,2,187.04,374.08,Club Level,,Sales Representative
T0022560,C000402,M019,Single Match,2025-09-16,2,33.91,67.82,Family Zone,,Box Office
T0022561,C002639,M019,Season Ticket,2025-07-20,3,30.07,90.21,East Sideline,MEMBER,Mobile App
T0022562,C000995,M019,Season Ticket,2025-05-21,2,23.9,47.8,Supporters' End,MEMBER,Box Office
T0022563,C001736,M019,Season Ticket,2025-09-11,2,22.82,45.64,Supporters' End,MEMBER,Mobile App
T0022564,C002600,M019,Season Ticket,2025-09-20,1,23.05,23.05,Supporters' End,MEMBER,Online
T0022565,C002458,M019,Single Match,2025-09-12,4,33.24,132.96,Supporters' End,,Online
T0022566,C000924,M019,Single Match,2025-08-19,2,35.07,70.14,Supporters' End,,Sales Representative
T0022567,C001318,M019,Single Match,2025-08-28,2,48.05,96.1,West Sideline,,Mobile App
T0022568,C001448,M019,Single Match,2025-08-13,2,44.91,89.82,East Sideline,,Online
T0022569,C002955,M019,Season Ticket,2025-08-26,1,29.92,29.92,East Sideline,MEMBER,Online
T0022570,C002097,M019,Group,2025-09-20,20,18.97,379.4,North End,GROUP15,Box Office
T0022571,C002796,M019,Season Ticket,2025-08-13,1,33.15,33.15,West Sideline,MEMBER,Mobile App
T0022572,C000016,M019,Single Match,2025-10-03,3,34.79,104.37,Family Zone,,Mobile App
T0022573,C001449,M019,Single Match,2025-09-13,1,43.06,43.06,West Sideline,,Online
T0022574,C001817,M019,Season Ticket,2025-07-24,2,31.9,63.8,West Sideline,MEMBER,Box Office
T0022575,C000218,M019,Season Ticket,2025-04-21,1,29.2,29.2,East Sideline,MEMBER,Mobile App
T0022576,C003141,M019,Single Match,2025-09-18,4,44.68,178.72,East Sideline,,Online
T0022577,C002604,M019,Season Ticket,2025-03-29,1,31.67,31.67,East Sideline,MEMBER,Mobile App
T0022578,C001823,M019,Single Match,2025-09-06,2,43.7,87.4,West Sideline,,Mobile App
T0022579,C002558,M019,Premium,2025-08-20,4,183.6,734.4,Club Level,,Mobile App
T0022580,C000105,M019,Premium,2025-10-04,2,159.87,319.74,Club Level,,Online
T0022581,C002058,M019,Season Ticket,2025-04-06,2,23.93,47.86,Supporters' End,MEMBER,Mobile App
T0022582,C002751,M019,Season Ticket,2025-03-29,1,41.9,41.9,Club Level,MEMBER,Online
T0022583,C001935,M019,Single Match,2025-08-23,1,33.02,33.02,Supporters' End,,Online
T0022584,C001799,M019,Single Match,2025-08-27,2,44.19,88.38,West Sideline,FAMILY,Box Office
T0022585,C001437,M019,Season Ticket,2025-06-20,1,23.82,23.82,Supporters' End,MEMBER,Online
T0022586,C001855,M019,Single Match,2025-10-12,2,39.22,78.44,East Sideline,FAMILY,Online
T0022587,C000261,M019,Season Ticket,2025-09-02,1,33.72,33.72,West Sideline,MEMBER,Mobile App
T0022588,C002774,M019,Season Ticket,2025-04-03,1,30.29,30.29,East Sideline,MEMBER,Online
T0022589,C000493,M019,Single Match,2025-10-14,2,32.86,65.72,Family Zone,,Online
T0022590,C002498,M019,Premium,2025-08-19,4,184.24,736.96,Club Level,,Mobile App
T0022591,C001472,M019,Single Match,2025-08-15,2,42.48,84.96,East Sideline,,Online
T0022592,C002626,M019,Single Match,2025-09-21,2,36.24,72.48,Supporters' End,,Online
T0022593,C002853,M019,Single Match,2025-09-18,2,44.19,88.38,East Sideline,,Box Office
T0022594,C001138,M019,Season Ticket,2025-07-01,1,23.48,23.48,Supporters' End,MEMBER,Online
T0022595,C001785,M019,Single Match,2025-09-18,1,50.48,50.48,West Sideline,,Mobile App
T0022596,C000956,M019,Single Match,2025-08-16,3,38.72,116.16,East Sideline,WELCOME,Online
T0022597,C002248,M019,Single Match,2025-09-13,3,34.04,102.12,Family Zone,,Online
T0022598,C002752,M019,Single Match,2025-10-06,1,35.72,35.72,Family Zone,,Sales Representative
T0022599,C001321,M019,Single Match,2025-08-18,2,35.26,70.52,Family Zone,,Online
T0022600,C002871,M019,Season Ticket,2025-06-08,2,33.38,66.76,West Sideline,MEMBER,Box Office
T0022601,C001442,M019,Season Ticket,2025-08-03,2,23.89,47.78,Supporters' End,MEMBER,Online
T0022602,C000153,M019,Single Match,2025-08-31,1,47.22,47.22,West Sideline,,Online
T0022603,C002826,M019,Season Ticket,2025-05-15,1,34.12,34.12,West Sideline,MEMBER,Mobile App
T0022604,C001499,M019,Season Ticket,2025-05-29,1,33.5,33.5,East Sideline,MEMBER,Online
T0022605,C000742,M019,Season Ticket,2025-10-10,2,42.6,85.2,Club Level,MEMBER,Online
T0022606,C002258,M019,Season Ticket,2025-08-08,1,43.43,43.43,Club Level,MEMBER,Online
T0022607,C001148,M019,Single Match,2025-10-01,2,47.82,95.64,West Sideline,,Box Office
T0022608,C003125,M019,Season Ticket,2025-05-11,1,25.07,25.07,Supporters' End,MEMBER,Mobile App
T0022609,C000561,M019,Season Ticket,2025-05-13,3,34.42,103.26,West Sideline,MEMBER,Box Office
T0022610,C001343,M019,Single Match,2025-10-08,4,45.93,183.72,East Sideline,,Online
T0022611,C000237,M019,Season Ticket,2025-03-23,4,33.34,133.36,West Sideline,MEMBER,Online
T0022612,C002945,M019,Group,2025-07-13,8,18.98,151.84,Family Zone,GROUP15,Online
T0022613,C002666,M019,Season Ticket,2025-10-08,1,23.09,23.09,Supporters' End,MEMBER,Online
T0022614,C001990,M019,Season Ticket,2025-07-24,1,31.36,31.36,East Sideline,MEMBER,Mobile App
T0022615,C000510,M019,Season Ticket,2025-07-05,3,23.35,70.05,Supporters' End,MEMBER,Online
T0022616,C000517,M019,Season Ticket,2025-06-27,2,24.25,48.5,Supporters' End,MEMBER,Online
T0022617,C003157,M019,Season Ticket,2025-08-07,2,23.25,46.5,Supporters' End,MEMBER,Mobile App
T0022618,C002104,M019,Single Match,2025-09-03,2,33.63,67.26,Supporters' End,,Online
T0022619,C000870,M019,Single Match,2025-10-02,2,46.21,92.42,West Sideline,,Box Office
T0022620,C000378,M019,Single Match,2025-10-11,1,43.05,43.05,East Sideline,,Mobile App
T0022621,C002823,M019,Group,2025-07-16,16,23.79,380.64,East Sideline,GROUP15,Sales Representative
T0022622,C002720,M019,Single Match,2025-08-13,1,45.45,45.45,West Sideline,,Sales Representative
T0022623,C001609,M019,Premium,2025-08-16,1,181.69,181.69,Club Level,,Online
T0022624,C001831,M019,Premium,2025-09-27,4,197.32,789.28,Fieldside,,Online
T0022625,C001256,M019,Single Match,2025-08-09,1,43.26,43.26,West Sideline,SUMMIT10,Mobile App
T0022626,C000302,M019,Season Ticket,2025-10-16,1,31.86,31.86,West Sideline,MEMBER,Mobile App
T0022627,C001397,M019,Group,2025-09-07,8,25.3,202.4,East Sideline,GROUP15,Online
T0022628,C001441,M019,Single Match,2025-09-23,1,45.0,45.0,East Sideline,,Mobile App
T0022629,C001996,M019,Premium,2025-10-10,1,198.06,198.06,Fieldside,,Online
T0022630,C000346,M019,Season Ticket,2025-05-10,1,32.16,32.16,West Sideline,MEMBER,Mobile App
T0022631,C001191,M019,Premium,2025-09-19,2,184.11,368.22,Club Level,,Online
T0022632,C002189,M019,Season Ticket,2025-05-21,1,34.04,34.04,East Sideline,MEMBER,Box Office
T0022633,C000635,M019,Single Match,2025-08-15,2,33.53,67.06,Supporters' End,,Mobile App
T0022634,C001118,M019,Season Ticket,2025-06-29,1,23.4,23.4,Supporters' End,MEMBER,Online
T0022635,C002367,M019,Season Ticket,2025-07-22,1,25.82,25.82,Supporters' End,MEMBER,Sales Representative
T0022636,C001970,M019,Season Ticket,2025-08-19,1,24.55,24.55,Supporters' End,MEMBER,Box Office
T0022637,C002315,M019,Season Ticket,2025-06-21,1,33.23,33.23,West Sideline,MEMBER,Online
T0022638,C003136,M019,Season Ticket,2025-07-09,1,31.46,31.46,East Sideline,MEMBER,Online
T0022639,C001227,M019,Season Ticket,2025-07-02,1,22.48,22.48,Supporters' End,MEMBER,Sales Representative
T0022640,C002161,M019,Premium,2025-09-09,4,178.09,712.36,Club Level,,Sales Representative
T0022641,C002911,M019,Season Ticket,2025-06-08,1,34.58,34.58,West Sideline,MEMBER,Mobile App
T0022642,C001886,M019,Season Ticket,2025-10-07,3,31.96,95.88,East Sideline,MEMBER,Box Office
T0022643,C001178,M019,Season Ticket,2025-05-14,2,32.86,65.72,East Sideline,MEMBER,Mobile App
T0022644,C000158,M019,Single Match,2025-09-23,1,33.03,33.03,Supporters' End,,Online
T0022645,C002672,M019,Group,2025-08-14,10,19.26,192.6,North End,GROUP15,Sales Representative
T0022646,C002907,M019,Season Ticket,2025-08-16,1,33.86,33.86,West Sideline,MEMBER,Online
T0022647,C002789,M019,Single Match,2025-09-29,2,42.45,84.9,East Sideline,,Box Office
T0022648,C000841,M019,Season Ticket,2025-04-01,3,32.13,96.39,East Sideline,MEMBER,Online
T0022649,C001846,M019,Group,2025-07-24,12,19.27,231.24,Family Zone,GROUP15,Sales Representative
T0022650,C002123,M019,Season Ticket,2025-05-26,1,32.25,32.25,East Sideline,MEMBER,Mobile App
T0022651,C000673,M019,Single Match,2025-09-30,3,32.76,98.28,Supporters' End,,Online
T0022652,C003070,M019,Single Match,2025-09-20,2,33.54,67.08,Family Zone,,Online
T0022653,C001892,M019,Single Match,2025-08-23,2,31.14,62.28,Supporters' End,,Online
T0022654,C003131,M019,Single Match,2025-08-10,1,31.64,31.64,Supporters' End,,Online
T0022655,C001370,M019,Single Match,2025-08-14,2,32.36,64.72,Supporters' End,,Mobile App
T0022656,C002516,M019,Season Ticket,2025-09-04,1,31.0,31.0,East Sideline,MEMBER,Online
T0022657,C000971,M019,Season Ticket,2025-09-20,2,31.41,62.82,East Sideline,MEMBER,Online
T0022658,C002657,M019,Season Ticket,2025-07-02,2,31.95,63.9,East Sideline,MEMBER,Online
T0022659,C000372,M019,Single Match,2025-10-13,2,34.83,69.66,Supporters' End,,Online
T0022660,C003198,M019,Season Ticket,2025-05-22,2,33.9,67.8,West Sideline,MEMBER,Online
T0022661,C002359,M019,Premium,2025-08-04,2,204.7,409.4,Summit Suites,WELCOME,Mobile App
T0022662,C000396,M019,Season Ticket,2025-09-20,2,31.86,63.72,East Sideline,MEMBER,Online
T0022663,C000463,M019,Premium,2025-08-10,1,182.97,182.97,Club Level,,Online
T0022664,C001709,M019,Season Ticket,2025-08-05,2,43.56,87.12,Club Level,MEMBER,Mobile App
T0022665,C000113,M019,Premium,2025-09-26,2,179.15,358.3,Fieldside,WELCOME,Mobile App
T0022666,C001949,M019,Single Match,2025-08-16,2,33.64,67.28,Supporters' End,,Mobile App
T0022667,C000308,M019,Season Ticket,2025-07-05,1,23.31,23.31,Supporters' End,MEMBER,Mobile App
T0022668,C002118,M019,Single Match,2025-09-21,2,47.54,95.08,West Sideline,,Sales Representative
T0022669,C000501,M019,Season Ticket,2025-04-03,2,23.08,46.16,Supporters' End,MEMBER,Box Office
T0022670,C002011,M019,Season Ticket,2025-04-15,3,29.85,89.55,East Sideline,MEMBER,Mobile App
