attendance_id,ticket_id,match_id,customer_id,tickets_issued,tickets_scanned,scan_timestamp,entry_gate,attendance_status
A0023532,T0023532,M020,C001111,1,1,2025-10-25 18:26:00,North Gate,Full Scan
A0023533,T0023533,M020,C003041,1,1,2025-10-25 18:43:00,North Gate,Full Scan
A0023534,T0023534,M020,C000196,2,2,2025-10-25 19:02:00,East Gate,Full Scan
A0023535,T0023535,M020,C002041,4,4,2025-10-25 19:06:00,Premium Entrance,Full Scan
A0023536,T0023536,M020,C002580,2,2,2025-10-25 19:18:00,West Gate,Full Scan
A0023537,T0023537,M020,C002725,2,2,2025-10-25 18:39:00,North Gate,Full Scan
A0023538,T0023538,M020,C002636,3,3,2025-10-25 18:44:00,East Gate,Full Scan
A0023539,T0023539,M020,C002832,2,2,2025-10-25 18:53:00,West Gate,Full Scan
A0023540,T0023540,M020,C002430,1,1,2025-10-25 19:02:00,West Gate,Full Scan
A0023541,T0023541,M020,C001453,1,1,2025-10-25 19:08:00,Premium Entrance,Full Scan
A0023542,T0023542,M020,C000620,1,1,2025-10-25 18:27:00,Premium Entrance,Full Scan
A0023543,T0023543,M020,C002693,1,1,2025-10-25 19:00:00,East Gate,Full Scan
A0023544,T0023544,M020,C001531,1,1,2025-10-25 18:54:00,West Gate,Full Scan
A0023545,T0023545,M020,C000213,2,2,2025-10-25 19:02:00,West Gate,Full Scan
A0023546,T0023546,M020,C000685,1,1,2025-10-25 18:50:00,West Gate,Full Scan
A0023547,T0023547,M020,C001671,1,1,2025-10-25 18:48:00,North Gate,Full Scan
A0023548,T0023548,M020,C000053,2,2,2025-10-25 18:37:00,East Gate,Full Scan
A0023549,T0023549,M020,C001859,1,1,2025-10-25 18:42:00,West Gate,Full Scan
A0023550,T0023550,M020,C002933,1,1,2025-10-25 18:54:00,North Gate,Full Scan
A0023551,T0023551,M020,C001080,3,3,2025-10-25 19:27:00,West Gate,Full Scan
A0023552,T0023552,M020,C003162,2,2,2025-10-25 18:36:00,North Gate,Full Scan
A0023553,T0023553,M020,C003101,2,2,2025-10-25 18:26:00,Premium Entrance,Full Scan
A0023554,T0023554,M020,C002077,4,4,2025-10-25 18:51:00,North Gate,Full Scan
A0023555,T0023555,M020,C000250,12,12,2025-10-25 19:20:00,North Gate,Full Scan
A0023556,T0023556,M020,C000103,6,6,2025-10-25 19:09:00,Premium Entrance,Full Scan
A0023557,T0023557,M020,C002453,2,2,2025-10-25 18:51:00,West Gate,Full Scan
A0023558,T0023558,M020,C001849,2,2,2025-10-25 18:26:00,East Gate,Full Scan
A0023559,T0023559,M020,C001882,1,1,2025-10-25 19:11:00,West Gate,Full Scan
A0023560,T0023560,M020,C002683,2,2,2025-10-25 18:41:00,West Gate,Full Scan
A0023561,T0023561,M020,C003070,2,2,2025-10-25 18:24:00,East Gate,Full Scan
A0023562,T0023562,M020,C000602,4,4,2025-10-25 19:00:00,West Gate,Full Scan
A0023563,T0023563,M020,C000455,1,1,2025-10-25 19:01:00,North Gate,Full Scan
A0023564,T0023564,M020,C002446,16,13,2025-10-25 18:53:00,East Gate,Partial Scan
A0023565,T0023565,M020,C000806,2,2,2025-10-25 19:02:00,East Gate,Full Scan
A0023566,T0023566,M020,C002091,2,2,2025-10-25 18:59:00,East Gate,Full Scan
A0023567,T0023567,M020,C001422,2,2,2025-10-25 18:48:00,North Gate,Full Scan
A0023568,T0023568,M020,C000756,20,18,2025-10-25 19:26:00,East Gate,Partial Scan
A0023569,T0023569,M020,C001662,2,2,2025-10-25 18:32:00,East Gate,Full Scan
A0023570,T0023570,M020,C000279,2,1,2025-10-25 18:36:00,West Gate,Partial Scan
A0023571,T0023571,M020,C001653,25,23,2025-10-25 18:55:00,North Gate,Partial Scan
A0023572,T0023572,M020,C003186,1,0,,North Gate,No Show
A0023573,T0023573,M020,C001461,2,2,2025-10-25 19:00:00,North Gate,Full Scan
A0023574,T0023574,M020,C000159,2,2,2025-10-25 19:08:00,North Gate,Full Scan
A0023575,T0023575,M020,C000310,2,2,2025-10-25 19:10:00,West Gate,Full Scan
A0023576,T0023576,M020,C000520,2,2,2025-10-25 19:15:00,North Gate,Full Scan
A0023577,T0023577,M020,C001785,2,2,2025-10-25 18:47:00,North Gate,Full Scan
A0023578,T0023578,M020,C000541,3,3,2025-10-25 18:45:00,West Gate,Full Scan
A0023579,T0023579,M020,C002481,1,1,2025-10-25 19:11:00,West Gate,Full Scan
A0023580,T0023580,M020,C000759,2,2,2025-10-25 18:46:00,East Gate,Full Scan
A0023581,T0023581,M020,C000488,2,2,2025-10-25 18:02:00,North Gate,Full Scan
A0023582,T0023582,M020,C002512,1,1,2025-10-25 18:59:00,North Gate,Full Scan
A0023583,T0023583,M020,C000066,3,3,2025-10-25 18:36:00,East Gate,Full Scan
A0023584,T0023584,M020,C000318,2,2,2025-10-25 18:45:00,West Gate,Full Scan
A0023585,T0023585,M020,C000432,1,0,,North Gate,No Show
A0023586,T0023586,M020,C003102,4,4,2025-10-25 19:07:00,West Gate,Full Scan
A0023587,T0023587,M020,C000714,1,1,2025-10-25 18:29:00,East Gate,Full Scan
A0023588,T0023588,M020,C001593,3,3,2025-10-25 18:35:00,Premium Entrance,Full Scan
A0023589,T0023589,M020,C001737,25,16,2025-10-25 18:49:00,East Gate,Partial Scan
A0023590,T0023590,M020,C001672,1,1,2025-10-25 18:44:00,West Gate,Full Scan
A0023591,T0023591,M020,C002975,2,2,2025-10-25 19:09:00,Premium Entrance,Full Scan
A0023592,T0023592,M020,C002729,4,4,2025-10-25 18:39:00,West Gate,Full Scan
A0023593,T0023593,M020,C002836,1,1,2025-10-25 19:20:00,East Gate,Full Scan
A0023594,T0023594,M020,C000664,1,1,2025-10-25 18:48:00,West Gate,Full Scan
A0023595,T0023595,M020,C000125,2,2,2025-10-25 18:44:00,Premium Entrance,Full Scan
A0023596,T0023596,M020,C002799,1,1,2025-10-25 18:16:00,West Gate,Full Scan
A0023597,T0023597,M020,C000831,1,1,2025-10-25 18:30:00,West Gate,Full Scan
A0023598,T0023598,M020,C001687,1,1,2025-10-25 18:27:00,East Gate,Full Scan
A0023599,T0023599,M020,C001989,2,2,2025-10-25 18:51:00,North Gate,Full Scan
A0023600,T0023600,M020,C001297,2,1,2025-10-25 18:39:00,North Gate,Partial Scan
A0023601,T0023601,M020,C001552,3,1,2025-10-25 18:58:00,West Gate,Partial Scan
A0023602,T0023602,M020,C001817,2,1,2025-10-25 18:40:00,West Gate,Partial Scan
A0023603,T0023603,M020,C000959,2,1,2025-10-25 19:07:00,Premium Entrance,Partial Scan
A0023604,T0023604,M020,C002058,1,0,,Premium Entrance,No Show
A0023605,T0023605,M020,C000100,2,2,2025-10-25 18:48:00,North Gate,Full Scan
A0023606,T0023606,M020,C001758,2,2,2025-10-25 19:27:00,West Gate,Full Scan
A0023607,T0023607,M020,C002360,1,0,,North Gate,No Show
A0023608,T0023608,M020,C002145,3,3,2025-10-25 18:45:00,East Gate,Full Scan
A0023609,T0023609,M020,C000127,2,2,2025-10-25 18:43:00,West Gate,Full Scan
A0023610,T0023610,M020,C000389,1,1,2025-10-25 18:07:00,West Gate,Full Scan
A0023611,T0023611,M020,C003184,2,2,2025-10-25 19:26:00,East Gate,Full Scan
A0023612,T0023612,M020,C001649,2,2,2025-10-25 18:35:00,North Gate,Full Scan
A0023613,T0023613,M020,C002991,1,1,2025-10-25 19:27:00,West Gate,Full Scan
A0023614,T0023614,M020,C002470,2,2,2025-10-25 18:58:00,East Gate,Full Scan
A0023615,T0023615,M020,C001275,2,2,2025-10-25 18:53:00,Premium Entrance,Full Scan
A0023616,T0023616,M020,C001014,2,2,2025-10-25 18:36:00,North Gate,Full Scan
A0023617,T0023617,M020,C002667,2,2,2025-10-25 19:05:00,North Gate,Full Scan
A0023618,T0023618,M020,C003115,20,14,2025-10-25 19:08:00,North Gate,Partial Scan
A0023619,T0023619,M020,C001229,3,3,2025-10-25 19:27:00,West Gate,Full Scan
A0023620,T0023620,M020,C002105,2,2,2025-10-25 18:35:00,East Gate,Full Scan
A0023621,T0023621,M020,C002323,1,1,2025-10-25 19:06:00,West Gate,Full Scan
A0023622,T0023622,M020,C001265,3,3,2025-10-25 18:50:00,East Gate,Full Scan
A0023623,T0023623,M020,C001677,2,2,2025-10-25 19:02:00,North Gate,Full Scan
A0023624,T0023624,M020,C000012,12,10,2025-10-25 19:09:00,West Gate,Partial Scan
A0023625,T0023625,M020,C002728,1,1,2025-10-25 18:44:00,North Gate,Full Scan
A0023626,T0023626,M020,C001323,4,3,2025-10-25 18:59:00,North Gate,Partial Scan
A0023627,T0023627,M020,C001179,1,1,2025-10-25 19:09:00,East Gate,Full Scan
A0023628,T0023628,M020,C001955,2,2,2025-10-25 18:59:00,West Gate,Full Scan
A0023629,T0023629,M020,C001096,2,1,2025-10-25 18:55:00,West Gate,Partial Scan
A0023630,T0023630,M020,C002641,1,1,2025-10-25 18:29:00,West Gate,Full Scan
A0023631,T0023631,M020,C000484,1,1,2025-10-25 18:22:00,North Gate,Full Scan
A0023632,T0023632,M020,C001959,2,2,2025-10-25 18:57:00,East Gate,Full Scan
A0023633,T0023633,M020,C002137,2,1,2025-10-25 18:34:00,West Gate,Partial Scan
A0023634,T0023634,M020,C000383,1,1,2025-10-25 18:41:00,East Gate,Full Scan
A0023635,T0023635,M020,C000258,2,2,2025-10-25 18:49:00,East Gate,Full Scan
A0023636,T0023636,M020,C001583,1,1,2025-10-25 18:42:00,North Gate,Full Scan
A0023637,T0023637,M020,C002715,1,1,2025-10-25 19:27:00,North Gate,Full Scan
A0023638,T0023638,M020,C000847,12,11,2025-10-25 19:02:00,East Gate,Partial Scan
A0023639,T0023639,M020,C002076,2,1,2025-10-25 18:50:00,North Gate,Partial Scan
A0023640,T0023640,M020,C000893,2,2,2025-10-25 19:27:00,West Gate,Full Scan
A0023641,T0023641,M020,C001315,1,1,2025-10-25 18:19:00,North Gate,Full Scan
A0023642,T0023642,M020,C000786,2,2,2025-10-25 18:49:00,East Gate,Full Scan
A0023643,T0023643,M020,C002724,2,2,2025-10-25 18:44:00,Premium Entrance,Full Scan
A0023644,T0023644,M020,C000624,1,1,2025-10-25 18:38:00,North Gate,Full Scan
A0023645,T0023645,M020,C002443,1,1,2025-10-25 18:30:00,Premium Entrance,Full Scan
A0023646,T0023646,M020,C002261,1,1,2025-10-25 18:58:00,North Gate,Full Scan
A0023647,T0023647,M020,C000642,1,0,,North Gate,No Show
A0023648,T0023648,M020,C001830,1,1,2025-10-25 19:01:00,West Gate,Full Scan
A0023649,T0023649,M020,C001335,4,2,2025-10-25 18:32:00,West Gate,Partial Scan
A0023650,T0023650,M020,C001554,2,2,2025-10-25 18:43:00,North Gate,Full Scan
A0023651,T0023651,M020,C001003,1,1,2025-10-25 18:44:00,North Gate,Full Scan
A0023652,T0023652,M020,C002834,2,2,2025-10-25 19:07:00,Premium Entrance,Full Scan
A0023653,T0023653,M020,C001412,1,1,2025-10-25 18:57:00,North Gate,Full Scan
A0023654,T0023654,M020,C003054,1,1,2025-10-25 19:02:00,Premium Entrance,Full Scan
A0023655,T0023655,M020,C000925,6,6,2025-10-25 18:49:00,North Gate,Full Scan
A0023656,T0023656,M020,C001997,3,3,2025-10-25 19:02:00,North Gate,Full Scan
A0023657,T0023657,M020,C000698,1,0,,East Gate,No Show
A0023658,T0023658,M020,C001578,3,3,2025-10-25 19:00:00,Premium Entrance,Full Scan
A0023659,T0023659,M020,C000203,2,1,2025-10-25 18:44:00,West Gate,Partial Scan
A0023660,T0023660,M020,C000552,2,2,2025-10-25 18:40:00,North Gate,Full Scan
A0023661,T0023661,M020,C000987,16,9,2025-10-25 18:46:00,East Gate,Partial Scan
A0023662,T0023662,M020,C002577,3,3,2025-10-25 18:32:00,West Gate,Full Scan
A0023663,T0023663,M020,C002161,3,3,2025-10-25 18:57:00,West Gate,Full Scan
A0023664,T0023664,M020,C000983,1,1,2025-10-25 19:06:00,East Gate,Full Scan
A0023665,T0023665,M020,C001547,1,1,2025-10-25 18:51:00,West Gate,Full Scan
A0023666,T0023666,M020,C001568,2,2,2025-10-25 18:17:00,East Gate,Full Scan
A0023667,T0023667,M020,C003112,1,1,2025-10-25 19:12:00,Premium Entrance,Full Scan
A0023668,T0023668,M020,C000033,2,2,2025-10-25 19:07:00,West Gate,Full Scan
A0023669,T0023669,M020,C002003,2,2,2025-10-25 18:55:00,West Gate,Full Scan
A0023670,T0023670,M020,C000560,2,1,2025-10-25 19:03:00,West Gate,Partial Scan
A0023671,T0023671,M020,C001380,2,0,,East Gate,No Show
A0023672,T0023672,M020,C001069,1,1,2025-10-25 18:36:00,West Gate,Full Scan
A0023673,T0023673,M020,C001747,16,13,2025-10-25 19:15:00,East Gate,Partial Scan
A0023674,T0023674,M020,C002222,3,3,2025-10-25 18:36:00,North Gate,Full Scan
A0023675,T0023675,M020,C000526,2,2,2025-10-25 18:23:00,West Gate,Full Scan
A0023676,T0023676,M020,C001682,6,6,2025-10-25 18:41:00,Premium Entrance,Full Scan
A0023677,T0023677,M020,C000189,1,1,2025-10-25 19:19:00,North Gate,Full Scan
A0023678,T0023678,M020,C001374,2,2,2025-10-25 18:31:00,East Gate,Full Scan
A0023679,T0023679,M020,C001067,1,1,2025-10-25 18:59:00,West Gate,Full Scan
A0023680,T0023680,M020,C000406,1,1,2025-10-25 19:06:00,West Gate,Full Scan
A0023681,T0023681,M020,C002558,2,2,2025-10-25 18:54:00,West Gate,Full Scan
A0023682,T0023682,M020,C003154,1,0,,Premium Entrance,No Show
A0023683,T0023683,M020,C000989,2,2,2025-10-25 19:27:00,Premium Entrance,Full Scan
A0023684,T0023684,M020,C001647,2,2,2025-10-25 18:48:00,East Gate,Full Scan
A0023685,T0023685,M020,C002800,3,3,2025-10-25 18:37:00,North Gate,Full Scan
A0023686,T0023686,M020,C000043,2,1,2025-10-25 18:36:00,North Gate,Partial Scan
A0023687,T0023687,M020,C000660,2,2,2025-10-25 18:30:00,North Gate,Full Scan
A0023688,T0023688,M020,C003068,2,2,2025-10-25 19:11:00,Premium Entrance,Full Scan
A0023689,T0023689,M020,C000919,4,4,2025-10-25 19:25:00,North Gate,Full Scan
A0023690,T0023690,M020,C000215,1,1,2025-10-25 19:09:00,North Gate,Full Scan
A0023691,T0023691,M020,C000200,8,6,2025-10-25 18:57:00,East Gate,Partial Scan
A0023692,T0023692,M020,C002402,2,2,2025-10-25 18:55:00,West Gate,Full Scan
A0023693,T0023693,M020,C000038,2,2,2025-10-25 18:13:00,West Gate,Full Scan
A0023694,T0023694,M020,C002981,3,3,2025-10-25 19:26:00,East Gate,Full Scan
A0023695,T0023695,M020,C001204,2,2,2025-10-25 18:27:00,East Gate,Full Scan
A0023696,T0023696,M020,C001663,4,3,2025-10-25 18:59:00,West Gate,Partial Scan
A0023697,T0023697,M020,C001503,16,13,2025-10-25 18:47:00,North Gate,Partial Scan
A0023698,T0023698,M020,C000863,2,2,2025-10-25 18:20:00,Premium Entrance,Full Scan
A0023699,T0023699,M020,C003031,6,6,2025-10-25 18:44:00,North Gate,Full Scan
A0023700,T0023700,M020,C002093,2,1,2025-10-25 18:18:00,Premium Entrance,Partial Scan
A0023701,T0023701,M020,C002113,1,1,2025-10-25 18:46:00,East Gate,Full Scan
A0023702,T0023702,M020,C002149,2,1,2025-10-25 18:54:00,West Gate,Partial Scan
A0023703,T0023703,M020,C003035,4,3,2025-10-25 18:54:00,East Gate,Partial Scan
A0023704,T0023704,M020,C000896,1,1,2025-10-25 18:19:00,Premium Entrance,Full Scan
A0023705,T0023705,M020,C002450,2,1,2025-10-25 19:15:00,Premium Entrance,Partial Scan
A0023706,T0023706,M020,C001536,1,1,2025-10-25 19:04:00,East Gate,Full Scan
A0023707,T0023707,M020,C002936,2,2,2025-10-25 19:10:00,North Gate,Full Scan
A0023708,T0023708,M020,C001824,1,1,2025-10-25 18:47:00,East Gate,Full Scan
A0023709,T0023709,M020,C001421,2,2,2025-10-25 18:44:00,East Gate,Full Scan
A0023710,T0023710,M020,C002691,12,9,2025-10-25 19:14:00,West Gate,Partial Scan
A0023711,T0023711,M020,C002114,2,1,2025-10-25 18:47:00,North Gate,Partial Scan
A0023712,T0023712,M020,C002704,1,1,2025-10-25 18:48:00,East Gate,Full Scan
A0023713,T0023713,M020,C001900,1,1,2025-10-25 19:09:00,North Gate,Full Scan
A0023714,T0023714,M020,C001683,1,1,2025-10-25 18:45:00,North Gate,Full Scan
A0023715,T0023715,M020,C003134,2,2,2025-10-25 19:05:00,East Gate,Full Scan
A0023716,T0023716,M020,C002250,2,1,2025-10-25 18:38:00,Premium Entrance,Partial Scan
A0023717,T0023717,M020,C001504,1,1,2025-10-25 18:43:00,North Gate,Full Scan
A0023718,T0023718,M020,C001181,2,1,2025-10-25 18:54:00,West Gate,Partial Scan
A0023719,T0023719,M020,C000803,3,3,2025-10-25 18:34:00,North Gate,Full Scan
A0023720,T0023720,M020,C000240,2,2,2025-10-25 18:50:00,West Gate,Full Scan
A0023721,T0023721,M020,C001324,2,2,2025-10-25 18:48:00,North Gate,Full Scan
A0023722,T0023722,M020,C001809,1,1,2025-10-25 18:38:00,West Gate,Full Scan
A0023723,T0023723,M020,C001386,1,1,2025-10-25 19:08:00,West Gate,Full Scan
A0023724,T0023724,M020,C002759,1,1,2025-10-25 19:27:00,East Gate,Full Scan
A0023725,T0023725,M020,C000953,3,3,2025-10-25 18:51:00,West Gate,Full Scan
A0023726,T0023726,M020,C002182,4,3,2025-10-25 19:17:00,North Gate,Partial Scan
A0023727,T0023727,M020,C001076,3,3,2025-10-25 18:51:00,Premium Entrance,Full Scan
A0023728,T0023728,M020,C001021,3,3,2025-10-25 18:31:00,East Gate,Full Scan
A0023729,T0023729,M020,C000667,2,2,2025-10-25 18:10:00,East Gate,Full Scan
A0023730,T0023730,M020,C001267,1,1,2025-10-25 18:49:00,West Gate,Full Scan
A0023731,T0023731,M020,C002086,1,1,2025-10-25 18:12:00,Premium Entrance,Full Scan
A0023732,T0023732,M020,C001457,2,2,2025-10-25 19:15:00,West Gate,Full Scan
A0023733,T0023733,M020,C002990,2,2,2025-10-25 18:33:00,West Gate,Full Scan
A0023734,T0023734,M020,C000210,4,4,2025-10-25 18:44:00,North Gate,Full Scan
A0023735,T0023735,M020,C000052,1,1,2025-10-25 18:39:00,East Gate,Full Scan
A0023736,T0023736,M020,C003004,2,2,2025-10-25 19:04:00,Premium Entrance,Full Scan
A0023737,T0023737,M020,C001164,2,2,2025-10-25 18:39:00,Premium Entrance,Full Scan
A0023738,T0023738,M020,C000527,4,4,2025-10-25 19:02:00,East Gate,Full Scan
A0023739,T0023739,M020,C000534,25,19,2025-10-25 19:12:00,East Gate,Partial Scan
A0023740,T0023740,M020,C001828,1,1,2025-10-25 18:57:00,North Gate,Full Scan
A0023741,T0023741,M020,C000505,1,1,2025-10-25 18:57:00,North Gate,Full Scan
A0023742,T0023742,M020,C002288,1,1,2025-10-25 19:04:00,West Gate,Full Scan
A0023743,T0023743,M020,C001744,2,2,2025-10-25 18:42:00,North Gate,Full Scan
A0023744,T0023744,M020,C000114,2,2,2025-10-25 19:18:00,North Gate,Full Scan
A0023745,T0023745,M020,C002925,3,2,2025-10-25 18:45:00,North Gate,Partial Scan
A0023746,T0023746,M020,C001500,2,2,2025-10-25 18:45:00,East Gate,Full Scan
A0023747,T0023747,M020,C000807,16,14,2025-10-25 18:41:00,Premium Entrance,Partial Scan
A0023748,T0023748,M020,C000256,3,3,2025-10-25 18:59:00,North Gate,Full Scan
A0023749,T0023749,M020,C000007,16,13,2025-10-25 19:11:00,West Gate,Partial Scan
A0023750,T0023750,M020,C000942,1,1,2025-10-25 18:57:00,West Gate,Full Scan
A0023751,T0023751,M020,C001141,2,2,2025-10-25 19:26:00,West Gate,Full Scan
A0023752,T0023752,M020,C001600,2,2,2025-10-25 19:06:00,Premium Entrance,Full Scan
A0023753,T0023753,M020,C002330,2,2,2025-10-25 18:20:00,North Gate,Full Scan
A0023754,T0023754,M020,C001748,2,2,2025-10-25 18:49:00,West Gate,Full Scan
A0023755,T0023755,M020,C000882,1,1,2025-10-25 19:04:00,East Gate,Full Scan
A0023756,T0023756,M020,C002289,1,1,2025-10-25 18:34:00,West Gate,Full Scan
A0023757,T0023757,M020,C001666,2,2,2025-10-25 18:49:00,West Gate,Full Scan
A0023758,T0023758,M020,C001584,2,2,2025-10-25 18:23:00,West Gate,Full Scan
A0023759,T0023759,M020,C002964,20,14,2025-10-25 18:34:00,North Gate,Partial Scan
A0023760,T0023760,M020,C002892,1,0,,North Gate,No Show
A0023761,T0023761,M020,C000080,1,1,2025-10-25 19:05:00,West Gate,Full Scan
A0023762,T0023762,M020,C003005,1,1,2025-10-25 18:33:00,North Gate,Full Scan
A0023763,T0023763,M020,C000288,4,3,2025-10-25 18:35:00,North Gate,Partial Scan
A0023764,T0023764,M020,C003199,1,1,2025-10-25 18:46:00,Premium Entrance,Full Scan
A0023765,T0023765,M020,C001031,1,1,2025-10-25 19:16:00,Premium Entrance,Full Scan
A0023766,T0023766,M020,C000905,2,2,2025-10-25 18:52:00,North Gate,Full Scan
A0023767,T0023767,M020,C000206,2,2,2025-10-25 18:55:00,North Gate,Full Scan
A0023768,T0023768,M020,C000199,1,1,2025-10-25 19:27:00,East Gate,Full Scan
A0023769,T0023769,M020,C000875,2,2,2025-10-25 18:44:00,West Gate,Full Scan
A0023770,T0023770,M020,C000017,1,1,2025-10-25 19:10:00,North Gate,Full Scan
A0023771,T0023771,M020,C001352,2,2,2025-10-25 18:53:00,West Gate,Full Scan
A0023772,T0023772,M020,C002219,4,4,2025-10-25 18:44:00,East Gate,Full Scan
A0023773,T0023773,M020,C002591,20,16,2025-10-25 18:41:00,West Gate,Partial Scan
A0023774,T0023774,M020,C000388,2,1,2025-10-25 18:34:00,North Gate,Partial Scan
A0023775,T0023775,M020,C000588,10,8,2025-10-25 18:50:00,North Gate,Partial Scan
A0023776,T0023776,M020,C002119,2,2,2025-10-25 18:36:00,West Gate,Full Scan
A0023777,T0023777,M020,C000878,2,2,2025-10-25 19:19:00,North Gate,Full Scan
A0023778,T0023778,M020,C000150,2,2,2025-10-25 19:06:00,East Gate,Full Scan
A0023779,T0023779,M020,C002322,4,3,2025-10-25 18:53:00,East Gate,Partial Scan
A0023780,T0023780,M020,C002753,1,1,2025-10-25 18:48:00,East Gate,Full Scan
A0023781,T0023781,M020,C002457,1,1,2025-10-25 18:40:00,East Gate,Full Scan
A0023782,T0023782,M020,C001902,4,4,2025-10-25 18:55:00,Premium Entrance,Full Scan
A0023783,T0023783,M020,C002824,1,1,2025-10-25 19:20:00,North Gate,Full Scan
A0023784,T0023784,M020,C003083,3,3,2025-10-25 19:10:00,West Gate,Full Scan
A0023785,T0023785,M020,C002049,4,4,2025-10-25 19:02:00,North Gate,Full Scan
A0023786,T0023786,M020,C003057,2,2,2025-10-25 18:34:00,East Gate,Full Scan
A0023787,T0023787,M020,C002757,2,2,2025-10-25 18:33:00,North Gate,Full Scan
A0023788,T0023788,M020,C001996,4,3,2025-10-25 19:15:00,East Gate,Partial Scan
A0023789,T0023789,M020,C001510,2,1,2025-10-25 19:13:00,North Gate,Partial Scan
A0023790,T0023790,M020,C002183,2,2,2025-10-25 19:03:00,East Gate,Full Scan
A0023791,T0023791,M020,C001056,1,1,2025-10-25 18:47:00,East Gate,Full Scan
A0023792,T0023792,M020,C001625,2,2,2025-10-25 18:49:00,West Gate,Full Scan
A0023793,T0023793,M020,C001676,1,1,2025-10-25 18:53:00,West Gate,Full Scan
A0023794,T0023794,M020,C001035,1,1,2025-10-25 19:13:00,West Gate,Full Scan
A0023795,T0023795,M020,C001211,2,2,2025-10-25 18:38:00,East Gate,Full Scan
A0023796,T0023796,M020,C001630,1,0,,East Gate,No Show
A0023797,T0023797,M020,C001059,4,4,2025-10-25 19:17:00,East Gate,Full Scan
A0023798,T0023798,M020,C002972,2,2,2025-10-25 18:42:00,Premium Entrance,Full Scan
A0023799,T0023799,M020,C000903,3,3,2025-10-25 18:27:00,North Gate,Full Scan
A0023800,T0023800,M020,C002913,25,18,2025-10-25 19:03:00,East Gate,Partial Scan
A0023801,T0023801,M020,C000496,4,3,2025-10-25 18:56:00,West Gate,Partial Scan
A0023802,T0023802,M020,C000964,3,3,2025-10-25 19:09:00,East Gate,Full Scan
A0023803,T0023803,M020,C002166,1,1,2025-10-25 19:14:00,West Gate,Full Scan
A0023804,T0023804,M020,C001610,4,4,2025-10-25 19:17:00,North Gate,Full Scan
A0023805,T0023805,M020,C002214,2,2,2025-10-25 18:47:00,North Gate,Full Scan
A0023806,T0023806,M020,C002306,1,0,,North Gate,No Show
A0023807,T0023807,M020,C002070,2,2,2025-10-25 19:04:00,North Gate,Full Scan
A0023808,T0023808,M020,C003146,10,9,2025-10-25 19:12:00,West Gate,Partial Scan
A0023809,T0023809,M020,C003161,2,2,2025-10-25 19:18:00,North Gate,Full Scan
A0023810,T0023810,M020,C002578,4,4,2025-10-25 18:56:00,West Gate,Full Scan
A0023811,T0023811,M020,C003071,1,1,2025-10-25 19:08:00,East Gate,Full Scan
A0023812,T0023812,M020,C000009,2,2,2025-10-25 18:16:00,North Gate,Full Scan
A0023813,T0023813,M020,C000846,2,2,2025-10-25 18:26:00,East Gate,Full Scan
A0023814,T0023814,M020,C000524,1,0,,West Gate,No Show
A0023815,T0023815,M020,C000278,1,1,2025-10-25 18:57:00,East Gate,Full Scan
A0023816,T0023816,M020,C000028,1,1,2025-10-25 18:47:00,North Gate,Full Scan
A0023817,T0023817,M020,C001304,2,2,2025-10-25 18:41:00,North Gate,Full Scan
A0023818,T0023818,M020,C001548,2,2,2025-10-25 19:05:00,East Gate,Full Scan
A0023819,T0023819,M020,C001667,2,1,2025-10-25 18:43:00,East Gate,Partial Scan
A0023820,T0023820,M020,C000334,1,1,2025-10-25 18:12:00,East Gate,Full Scan
A0023821,T0023821,M020,C002525,1,1,2025-10-25 19:01:00,North Gate,Full Scan
A0023822,T0023822,M020,C001532,2,2,2025-10-25 19:05:00,North Gate,Full Scan
A0023823,T0023823,M020,C002982,3,1,2025-10-25 18:53:00,Premium Entrance,Partial Scan
A0023824,T0023824,M020,C002924,2,1,2025-10-25 18:59:00,North Gate,Partial Scan
A0023825,T0023825,M020,C000290,2,2,2025-10-25 18:51:00,Premium Entrance,Full Scan
A0023826,T0023826,M020,C002390,30,26,2025-10-25 18:52:00,West Gate,Partial Scan
A0023827,T0023827,M020,C000580,2,2,2025-10-25 18:37:00,North Gate,Full Scan
A0023828,T0023828,M020,C003073,2,2,2025-10-25 19:04:00,East Gate,Full Scan
A0023829,T0023829,M020,C000270,3,3,2025-10-25 19:24:00,West Gate,Full Scan
A0023830,T0023830,M020,C001005,2,2,2025-10-25 18:58:00,North Gate,Full Scan
A0023831,T0023831,M020,C000590,20,20,2025-10-25 18:56:00,North Gate,Full Scan
A0023832,T0023832,M020,C002811,1,0,,East Gate,No Show
A0023833,T0023833,M020,C000889,2,2,2025-10-25 18:56:00,East Gate,Full Scan
A0023834,T0023834,M020,C003000,10,7,2025-10-25 18:22:00,West Gate,Partial Scan
A0023835,T0023835,M020,C000645,10,9,2025-10-25 18:52:00,North Gate,Partial Scan
A0023836,T0023836,M020,C001765,1,0,,East Gate,No Show
A0023837,T0023837,M020,C002365,2,2,2025-10-25 18:42:00,East Gate,Full Scan
A0023838,T0023838,M020,C002576,6,6,2025-10-25 18:35:00,West Gate,Full Scan
A0023839,T0023839,M020,C001638,2,2,2025-10-25 18:47:00,West Gate,Full Scan
A0023840,T0023840,M020,C000454,3,3,2025-10-25 18:56:00,East Gate,Full Scan
A0023841,T0023841,M020,C002456,2,2,2025-10-25 19:27:00,North Gate,Full Scan
